stim_idx,doc_idx,split,topic_true,topic_foreign,foreign_stim_idx,error,p3_n_tok_true,p3_n_tok_foreign,base_p3_true,base_p3_foreign,base_p3_true_swap,base_p3_foreign_swap,base_p3_true_noinj,base_p3_foreign_noinj,base_p3_true_pt,base_p3_foreign_pt,cc_n_tok_true,cc_n_tok_foreign,base_cc_true,base_cc_foreign,base_cc_true_swap,base_cc_foreign_swap,base_cc_true_noinj,base_cc_foreign_noinj,base_cc_true_pt,base_cc_foreign_pt,av_p3_true,av_p3_foreign,av_p3_true_swap,av_p3_foreign_swap,av_p3_true_noinj,av_p3_foreign_noinj,av_cc_true,av_cc_foreign,av_cc_true_swap,av_cc_foreign_swap,av_cc_true_noinj,av_cc_foreign_noinj,text_true,text_true_noinj,text_n_tok_true,text_foreign,text_foreign_noinj,text_n_tok_foreign,text_prefix_tokens
159,490,eval,Sweet Love (Chris Brown song),New York State Route 38,59,,7,7,-57.15290451049805,-46.49500274658203,-56.76125717163086,-46.791053771972656,-53.60056686401367,-39.67031478881836,-8.164700644356865,-6.642143249511719,7,7,-67.48390197753906,-52.09050369262695,-66.8414077758789,-52.31103515625,-61.630821228027344,-46.64684295654297,-9.640557425362724,-7.441500527518136,-47.40536117553711,-47.80254364013672,-70.67811584472656,-22.38668632507324,-45.63938903808594,-29.006763458251953,-50.79695510864258,-48.20263671875,-72.75297546386719,-23.331878662109375,-47.10133743286133,-31.97319984436035,-13.725835800170898,-38.934322357177734,7,-30.455005645751953,-20.807689666748047,7,230
160,603,eval,Development of Fez,Old Baltimore Pike,60,,4,3,-53.95821762084961,-49.55540466308594,-53.576080322265625,-52.23217010498047,-50.19550323486328,-49.767303466796875,-13.489554405212402,-16.518468221028645,4,3,-62.30959701538086,-58.59086608886719,-59.974422454833984,-54.91132354736328,-55.8878173828125,-57.81129455566406,-15.577399253845215,-19.530288696289062,-45.06619644165039,-55.455684661865234,-42.31172561645508,-27.530750274658203,-39.10418701171875,-41.34661102294922,-47.623443603515625,-55.17627716064453,-45.03273391723633,-30.739538192749023,-39.903018951416016,-42.34563064575195,-9.922845840454102,-31.670631408691406,4,-43.469398498535156,-28.400699615478516,3,259
161,58,eval,Species of Allosaurus,"Baltimore mayoral election, 1999",61,,5,10,-42.3365478515625,-47.77505111694336,-41.09539794921875,-47.7518310546875,-40.998531341552734,-44.25699996948242,-8.4673095703125,-4.777505111694336,5,10,-55.954444885253906,-56.69932174682617,-53.34394836425781,-56.898494720458984,-52.26619338989258,-51.19474792480469,-11.190888977050781,-5.669932174682617,-30.682619094848633,-85.8397216796875,-50.74152755737305,-33.72584533691406,-34.31289291381836,-49.99558639526367,-30.988218307495117,-86.31452941894531,-53.964168548583984,-37.073368072509766,-36.49691390991211,-51.00115966796875,-10.091283798217773,-31.981157302856445,5,-37.934913635253906,-28.222219467163086,10,360
162,264,eval,My Boo (Usher and Alicia Keys song),Illinois (Sufjan Stevens album),62,,10,8,-70.25899505615234,-64.2425537109375,-69.27448272705078,-52.91350555419922,-68.95305633544922,-56.11920928955078,-7.025899505615234,-8.030319213867188,10,8,-82.24089813232422,-72.43008422851562,-80.94451141357422,-61.480018615722656,-80.47911834716797,-62.29920959472656,-8.224089813232421,-9.053760528564453,-49.99283218383789,-53.09919738769531,-69.32017517089844,-51.93110275268555,-62.78568649291992,-53.122703552246094,-52.610198974609375,-55.13589096069336,-72.30205535888672,-55.05910873413086,-63.351600646972656,-55.10406494140625,-18.237524032592773,-49.51182174682617,10,-45.845359802246094,-41.80434036254883,8,20
163,529,eval,Jin – Song Wars,NoitulovE,63,,4,5,-50.06279754638672,-43.24833297729492,-51.65016174316406,-43.70254898071289,-50.77040100097656,-43.762779235839844,-12.51569938659668,-8.649666595458985,4,5,-56.16538619995117,-54.203495025634766,-59.22749710083008,-55.17110824584961,-60.244468688964844,-54.43842697143555,-14.041346549987793,-10.840699005126954,-40.02897644042969,-52.01462173461914,-55.89908218383789,-44.63654327392578,-44.54436874389648,-42.15888214111328,-42.57112884521485,-52.98373031616211,-60.20952606201172,-48.24736785888672,-45.44080352783203,-42.81657028198242,-8.812002182006836,-34.26060485839844,4,-46.97112274169922,-39.33440399169922,5,504
164,486,eval,Mitsuyo Maeda,Simon de Montfort's Parliament,64,,4,6,-35.60942077636719,-35.54173278808594,-35.1301155090332,-33.04229736328125,-31.228294372558594,-32.132041931152344,-8.902355194091797,-5.923622131347656,4,6,-45.70509338378906,-43.586612701416016,-38.587074279785156,-41.907318115234375,-38.08296203613281,-40.46683120727539,-11.426273345947266,-7.264435450236003,-34.9141731262207,-41.06365203857422,-53.99175262451172,-19.734743118286133,-30.03520393371582,-27.829574584960938,-37.437347412109375,-43.211456298828125,-56.508689880371094,-23.22847557067871,-31.549087524414062,-28.624103546142575,-3.2519633769989014,-22.04402732849121,4,-38.961021423339844,-21.574064254760742,6,269
165,85,eval,Leanne Del Toso,Cater 2 U,65,,5,4,-61.79917526245117,-58.08671951293945,-56.34442138671875,-59.18256759643555,-58.58636474609375,-60.62997055053711,-12.359835052490235,-14.521679878234863,5,4,-66.44536590576172,-62.88075256347656,-64.10466003417969,-63.997127532958984,-72.59700775146484,-65.55178833007812,-13.289073181152343,-15.72018814086914,-44.28654098510742,-43.31074142456055,-51.62950134277344,-39.53792190551758,-44.38898849487305,-43.01131820678711,-43.69979095458984,-43.231468200683594,-53.631385803222656,-38.82322692871094,-45.81508255004883,-43.63164520263672,-0.37535741925239563,-37.66819763183594,5,-44.276023864746094,-38.37664794921875,4,333
166,498,eval,Directed acyclic graph,Kitsune,66,,4,2,-33.310142517089844,-25.28154754638672,-35.929779052734375,-25.73251724243164,-34.44843292236328,-25.02251434326172,-8.327535629272461,-12.64077377319336,4,2,-40.97955322265625,-34.103599548339844,-41.119991302490234,-28.56748390197754,-37.68021011352539,-28.76278305053711,-10.244888305664062,-17.051799774169922,-6.41307258605957,-25.8820743560791,-34.572269439697266,-15.752910614013672,-22.026283264160156,-19.240541458129883,-10.169137954711914,-25.80035400390625,-34.40613555908203,-17.402585983276367,-23.27203369140625,-19.995941162109375,-5.024799346923828,-21.154691696166992,4,-24.638824462890625,-16.350513458251953,2,98
167,424,eval,Adams River (British Columbia),Geopyxis carbonaria,67,,6,5,-44.704044342041016,-55.32232666015625,-45.072086334228516,-56.86802673339844,-42.13637924194336,-53.6461181640625,-7.450674057006836,-11.06446533203125,6,5,-55.0474739074707,-59.61753845214844,-56.326908111572266,-60.651309967041016,-51.35693359375,-60.06542205810547,-9.174578984578451,-11.923507690429688,-28.443450927734375,-47.910099029541016,-41.66205978393555,-38.13719177246094,-31.734764099121097,-48.21440124511719,-29.060577392578125,-47.74303436279297,-42.829315185546875,-39.7883415222168,-33.15461730957031,-48.53104782104492,-11.903327941894531,-31.506898880004883,6,-51.61288833618164,-42.902069091796875,5,332
168,205,eval,Stop!! Hibari-kun!,Texas A & M Singing Cadets,68,,7,8,-69.75166320800781,-63.31929016113281,-64.2555923461914,-64.273193359375,-63.61399841308594,-63.473793029785156,-9.964523315429688,-7.914911270141602,7,8,-70.31707763671875,-67.91553497314453,-64.23271179199219,-67.23104858398438,-67.77351379394531,-67.92713165283203,-10.045296805245536,-8.489441871643066,-62.77337646484375,-77.2699966430664,-81.62146759033203,-33.47311019897461,-65.17628479003906,-61.33058166503906,-64.34296417236328,-79.24899291992188,-84.00336456298828,-35.57568359375,-67.15178680419922,-63.79031753540039,-20.300765991210938,-41.365726470947266,7,-46.23917007446289,-37.705421447753906,8,301
169,263,eval,Kedok Ketawa,Georgian scripts,69,,5,2,-65.98990631103516,-30.913192749023438,-67.00814056396484,-30.976062774658203,-62.59187698364258,-24.277687072753906,-13.197981262207032,-15.456596374511719,5,2,-70.57132720947266,-31.699735641479492,-72.53924560546875,-38.501220703125,-66.81739044189453,-30.727840423583984,-14.114265441894531,-15.849867820739746,-40.38602066040039,-32.5195426940918,-57.43921661376953,-24.016796112060547,-47.323875427246094,-30.983692169189453,-40.512638092041016,-32.88274383544922,-58.21479034423828,-26.08419418334961,-48.06546401977539,-32.36991882324219,-3.805258274078369,-41.277462005615234,5,-28.460121154785156,-22.86949920654297,2,382
170,282,eval,Gerard (archbishop of York),God's Choice,70,,7,3,-46.59450912475586,-39.407535552978516,-47.28704071044922,-38.12194061279297,-44.947776794433594,-38.81797790527344,-6.6563584463936945,-13.135845184326172,7,3,-51.38278579711914,-44.297271728515625,-50.496559143066406,-47.430816650390625,-46.14834213256836,-44.478424072265625,-7.34039797101702,-14.765757242838541,-33.390167236328125,-30.958885192871097,-61.736385345458984,-32.114505767822266,-36.35336685180664,-25.382139205932617,-34.39940643310547,-34.167022705078125,-61.9696159362793,-36.8743782043457,-36.91211700439453,-27.957950592041016,-7.565855026245117,-29.386886596679688,7,-33.349853515625,-23.983043670654297,3,48
171,21,eval,South of Heaven,Inocybe praetervisa,71,,3,7,-34.194217681884766,-46.8906364440918,-36.00602722167969,-47.350643157958984,-33.73948669433594,-47.0842170715332,-11.398072560628256,-6.698662349155971,3,7,-41.93631362915039,-55.94243621826172,-43.81474685668945,-54.026039123535156,-47.07468032836914,-53.60744094848633,-13.978771209716797,-7.991776602608817,-26.074357986450195,-42.721717834472656,-40.716827392578125,-32.956321716308594,-31.051931381225582,-35.71596908569336,-26.249109268188477,-45.8079833984375,-43.49488830566406,-38.206180572509766,-33.00275421142578,-38.04991912841797,-3.0734362602233887,-19.122167587280273,3,-40.134376525878906,-32.418479919433594,7,151
172,448,eval,Blackburn Firecrest,"No result, Pts",72,,3,5,-53.82717514038086,-65.14714813232422,-47.56315231323242,-74.93408966064453,-55.71917724609375,-65.913818359375,-17.942391713460285,-13.029429626464843,3,5,-49.967308044433594,-71.23450469970703,-48.73119354248047,-79.72804260253906,-49.38507843017578,-78.7794418334961,-16.65576934814453,-14.246900939941407,-32.65899658203125,-66.47015380859375,-43.39903259277344,-60.51261901855469,-36.97683334350586,-51.12892532348633,-37.16862487792969,-67.8149185180664,-44.38079071044922,-60.14775466918945,-37.90430450439453,-50.48260498046875,-6.920581817626953,-35.45695114135742,3,-58.778953552246094,-43.94010543823242,5,151
173,474,eval,Tropical Storm Olaf (1997),First-move advantage in chess,73,,10,5,-54.80805587768555,-40.04393768310547,-54.095970153808594,-46.98966979980469,-47.52149200439453,-41.192169189453125,-5.480805587768555,-8.008787536621094,10,5,-56.63262939453125,-43.996944427490234,-65.89079284667969,-53.25102233886719,-50.629154205322266,-48.77861022949219,-5.663262939453125,-8.799388885498047,-29.48666763305664,-63.6888542175293,-52.7025146484375,-35.767948150634766,-34.91407012939453,-33.9012565612793,-33.477413177490234,-64.2806396484375,-51.73095703125,-35.851844787597656,-36.09577560424805,-35.058616638183594,-7.415092468261719,-37.4385871887207,10,-44.44205856323242,-28.060312271118164,5,152
174,155,eval,Sister Wives,Lost Horizons (Lemon Jelly album),74,,3,9,-28.414165496826172,-69.90583801269531,-28.642847061157227,-64.15512084960938,-25.73127555847168,-60.96131896972656,-9.471388498942057,-7.767315334743923,3,9,-38.9169807434082,-76.80186462402344,-37.72104263305664,-73.59263610839844,-34.650428771972656,-69.98294830322266,-12.9723269144694,-8.533540513780382,-28.34830093383789,-67.3058853149414,-34.62940979003906,-53.59719467163086,-27.626943588256836,-63.526851654052734,-28.514909744262695,-71.84442901611328,-38.17378616333008,-56.4738655090332,-28.034534454345703,-67.6971435546875,-4.254387378692627,-20.06549835205078,3,-54.13083267211914,-49.11692428588867,9,278
175,125,eval,Ireland,2010 Haiti earthquake,75,,1,7,-22.612140655517578,-43.7473258972168,-21.671844482421875,-30.217205047607422,-22.554786682128906,-39.5642204284668,-22.612140655517578,-6.249617985316685,1,7,-28.189420700073242,-52.502254486083984,-24.02507781982422,-37.00276565551758,-27.427963256835938,-50.34907150268555,-28.189420700073242,-7.5003220694405695,-19.28943252563477,-40.962310791015625,-23.68107032775879,-20.02972984313965,-13.767661094665527,-24.901029586791992,-22.14704704284668,-42.51317596435547,-24.075881958007812,-20.23260498046875,-14.831832885742188,-27.132665634155273,-0.9707159399986267,-10.646934509277344,1,-36.851009368896484,-18.191143035888672,7,297
176,429,eval,James Robert Baker,Star,76,,3,1,-34.900718688964844,-21.518495559692383,-35.76704025268555,-22.457761764526367,-34.62195587158203,-20.429786682128906,-11.633572896321615,-21.518495559692383,3,1,-41.561309814453125,-30.355737686157227,-41.91359329223633,-29.012619018554688,-40.7161865234375,-27.842025756835938,-13.853769938151041,-30.355737686157227,-23.125572204589844,-12.589925765991213,-31.31592559814453,-8.906637191772461,-24.14082908630371,-13.986411094665527,-23.968120574951172,-13.336742401123049,-32.77729415893555,-10.774124145507812,-25.52648544311523,-14.472457885742188,-1.3398518562316895,-22.806854248046875,3,-18.142610549926758,-9.459434509277344,1,494
177,273,eval,Rob Howard,Cadmium,77,,2,2,-34.27432632446289,-32.062355041503906,-33.342124938964844,-22.616121292114258,-33.79714584350586,-26.74884796142578,-17.137163162231445,-16.031177520751953,2,2,-36.81145477294922,-39.46486282348633,-37.43157958984375,-26.40127182006836,-34.205238342285156,-37.66261672973633,-18.40572738647461,-19.732431411743164,-17.73198127746582,-30.30620765686035,-33.50897979736328,-13.95578956604004,-25.466236114501953,-23.579124450683594,-22.645414352416992,-30.342756271362305,-34.595802307128906,-20.686878204345703,-26.943634033203125,-25.51824951171875,-0.2205064743757248,-18.06844139099121,2,-26.149368286132812,-15.704437255859375,2,328
178,61,eval,"The Fox, the Wolf and the Husbandman",Vitamin D (Glee),78,,9,6,-64.2596435546875,-63.36793518066406,-69.31321716308594,-67.10306549072266,-63.39729309082031,-59.26401901245117,-7.139960394965278,-10.561322530110678,9,6,-69.65635681152344,-69.23051452636719,-78.4094467163086,-77.60032653808594,-74.013671875,-65.30026245117188,-7.739595201280382,-11.538419087727865,-59.892696380615234,-45.24058151245117,-65.80564880371094,-37.12137985229492,-59.97039413452149,-46.14631652832031,-61.565067291259766,-46.95906066894531,-68.10442352294922,-38.6519889831543,-60.56380462646485,-46.16803741455078,-5.351790904998779,-43.796138763427734,9,-58.16912078857422,-40.2208251953125,6,511
179,382,eval,Boy-Scoutz ' n the Hood,Paul Thomas Anderson,79,,9,3,-67.19422149658203,-31.709714889526367,-65.2950439453125,-31.075971603393555,-63.06156539916992,-28.043018341064453,-7.466024610731337,-10.569904963175455,9,3,-64.72534942626953,-34.296852111816406,-68.06707000732422,-38.960906982421875,-67.64885711669922,-31.803865432739258,-7.191705491807726,-11.432284037272135,-49.45708465576172,-14.117496490478516,-71.52685546875,-7.930587768554688,-60.759613037109375,-16.772720336914062,-51.54624938964844,-16.18015480041504,-73.61608123779297,-11.229497909545898,-62.48388671875,-17.866455078125,-22.565017700195312,-49.92420196533203,9,-26.21139144897461,-14.560338020324707,3,296
180,122,eval,M-122 (Michigan highway),Le souper de Beaucaire,80,,9,7,-73.95072174072266,-48.27349853515625,-70.2523422241211,-48.033538818359375,-64.74325561523438,-47.46978759765625,-8.216746860080296,-6.896214076450893,9,7,-79.96680450439453,-53.665740966796875,-84.65238189697266,-50.60868835449219,-80.72955322265625,-56.60260009765625,-8.885200500488281,-7.666534423828125,-47.34235763549805,-65.50003051757812,-70.02477264404297,-43.70225143432617,-49.35719680786133,-34.40599822998047,-47.69477081298828,-66.82781219482422,-71.48202514648438,-43.00408935546875,-51.54554748535156,-33.940040588378906,-6.936572074890137,-43.10753631591797,9,-46.27246856689453,-29.518508911132812,7,54
181,535,eval,Diamond stingray,AIL Storm,81,,3,3,-39.76751708984375,-46.65046691894531,-43.24727249145508,-46.5565185546875,-40.118289947509766,-39.87879943847656,-13.255839029947916,-15.550155639648438,3,3,-47.72600173950195,-51.25785827636719,-52.107147216796875,-46.229042053222656,-47.134925842285156,-46.624481201171875,-15.90866724650065,-17.085952758789062,-27.5084171295166,-40.12007141113281,-35.642799377441406,-32.31707000732422,-36.16179656982422,-29.160980224609375,-27.31913375854492,-40.0857048034668,-36.6753044128418,-33.19641876220703,-37.69851303100586,-30.086151123046875,-6.0863237380981445,-29.522987365722656,3,-51.55670166015625,-28.72460174560547,3,40
182,362,eval,E. W. Hornung,Fieldfare,82,,6,2,-40.691253662109375,-33.74488830566406,-34.79008102416992,-32.23225021362305,-40.02668380737305,-33.76612091064453,-6.7818756103515625,-16.87244415283203,6,2,-43.897132873535156,-38.80279541015625,-43.81155776977539,-37.19514083862305,-40.91534423828125,-40.45441818237305,-7.316188812255859,-19.401397705078125,-25.40171813964844,-30.575834274291992,-41.54593276977539,-19.685503005981445,-24.580827713012695,-27.80847549438477,-28.219667434692383,-33.85625076293945,-42.888545989990234,-21.99314308166504,-25.712703704833984,-29.320369720458984,-6.458993434906006,-23.745952606201172,6,-29.777515411376953,-21.170242309570312,2,424
183,81,eval,Yamaha NS-10,2nd Battalion 9th Marines,83,,5,8,-41.510276794433594,-43.918922424316406,-38.12056350708008,-42.49835968017578,-33.25505447387695,-44.8695068359375,-8.302055358886719,-5.489865303039551,5,8,-48.65461349487305,-63.72134780883789,-45.27724075317383,-64.83014678955078,-37.35956954956055,-58.131317138671875,-9.73092269897461,-7.965168476104736,-30.033578872680664,-50.21197509765625,-46.783966064453125,-21.97745704650879,-30.98383331298828,-31.82878303527832,-33.5891227722168,-52.91625213623047,-47.84317779541016,-22.492841720581055,-33.024688720703125,-33.724220275878906,-3.392779588699341,-20.790557861328125,5,-43.6002197265625,-23.62047004699707,8,354
184,140,eval,Florida State Road 878,Central Area Command (RAAF),84,,7,7,-49.65137481689453,-69.18130493164062,-55.956939697265625,-69.11246490478516,-47.78760528564453,-68.92955017089844,-7.093053545270648,-9.883043561662946,7,7,-51.27851867675781,-74.76351928710938,-61.67151641845703,-71.74739837646484,-46.20022964477539,-69.04136657714844,-7.325502668108259,-10.680502755301339,-34.598148345947266,-56.16446685791016,-55.4744873046875,-34.87093734741211,-38.801246643066406,-51.548301696777344,-36.87874221801758,-58.79237365722656,-56.658748626708984,-36.90001678466797,-42.07035446166992,-51.94538879394531,-1.6638633012771606,-30.800487518310547,7,-65.8121566772461,-41.94996643066406,7,460
185,226,eval,Qedarite,The Food Album,85,,3,3,-59.10188674926758,-47.71401596069336,-57.80812454223633,-52.301368713378906,-50.103580474853516,-44.85576629638672,-19.700628916422527,-15.904671986897787,3,3,-62.0161247253418,-50.89680862426758,-62.881961822509766,-58.65557098388672,-45.9290771484375,-50.33504867553711,-20.672041575113933,-16.96560287475586,-19.15986442565918,-43.47190856933594,-36.73323059082031,-36.15461730957031,-30.629993438720703,-33.46306610107422,-21.692502975463867,-46.19051742553711,-37.0244140625,-38.82508087158203,-30.192893981933594,-34.90637969970703,-4.69926643371582,-22.113460540771484,3,-45.152626037597656,-27.999954223632812,3,303
186,461,eval,Kyra (Charmed),Independence Day (India),86,,6,5,-50.3398551940918,-39.22494888305664,-51.85886001586914,-39.01706314086914,-51.604026794433594,-35.84076690673828,-8.389975865681967,-7.844989776611328,6,5,-53.644935607910156,-47.75039291381836,-57.65651321411133,-46.63446807861328,-57.90966033935547,-37.881622314453125,-8.94082260131836,-9.550078582763671,-29.691015243530273,-28.856386184692383,-53.40217971801758,-14.035593032836914,-36.999454498291016,-21.15336799621582,-31.939678192138672,-33.90349197387695,-53.51403045654297,-17.976930618286133,-37.88705825805664,-24.155668258666992,-9.847867965698242,-31.265186309814453,6,-29.48447608947754,-19.70728874206543,5,369
187,70,eval,Corn crake,Project Chanology,87,,3,3,-35.26520919799805,-36.589359283447266,-38.96786880493164,-35.68063735961914,-33.95248794555664,-33.06221389770508,-11.755069732666016,-12.196453094482422,3,3,-40.26597213745117,-39.91082763671875,-44.078956604003906,-38.52557373046875,-40.373374938964844,-34.61335372924805,-13.421990712483725,-13.303609212239584,-22.597766876220703,-38.38314437866211,-43.37495422363281,-17.674718856811523,-37.1702766418457,-30.702213287353516,-23.88825798034668,-38.93645095825195,-44.268463134765625,-19.25472640991211,-37.0374641418457,-31.69856834411621,-5.065731525421143,-26.298828125,3,-34.153656005859375,-22.188901901245117,3,386
188,451,eval,Battle of Binh Gia,Draining and development of the Everglades,88,,6,9,-43.38094711303711,-52.543453216552734,-42.73164749145508,-51.432071685791016,-39.40213394165039,-49.70230484008789,-7.230157852172852,-5.838161468505859,6,9,-49.442344665527344,-67.58924102783203,-49.848838806152344,-70.09416198730469,-47.26504135131836,-70.76154327392578,-8.24039077758789,-7.509915669759114,-33.84577178955078,-51.164512634277344,-41.3951416015625,-38.26686096191406,-32.756038665771484,-52.70238494873047,-36.18150329589844,-52.80184555053711,-44.39397811889648,-40.99993896484375,-33.9549560546875,-54.398170471191406,-7.777705192565918,-28.50961685180664,6,-40.25380325317383,-34.54581832885742,9,404
189,230,eval,Somerset County Cricket Club in 2009,Banksia violacea,89,,10,4,-46.09370040893555,-41.85983657836914,-46.81583023071289,-42.32834243774414,-42.32427978515625,-38.76285934448242,-4.6093700408935545,-10.464959144592285,10,4,-53.2567024230957,-47.889522552490234,-60.63188552856445,-47.932777404785156,-51.678646087646484,-41.717403411865234,-5.32567024230957,-11.972380638122559,-32.31009292602539,-49.27889251708984,-60.6148796081543,-22.489896774291992,-44.82101058959961,-29.9198055267334,-33.5083122253418,-51.703731536865234,-59.07915496826172,-27.76734733581543,-45.726322174072266,-32.730873107910156,-7.960900783538818,-31.74799919128418,10,-40.24630355834961,-26.016611099243164,4,389
190,504,eval,Erving Goffman,10.6 ° compared to 7 ° for Mercury and 17 ° for Pluto) and moderately eccentric (e,90,,5,26,-30.538185119628906,-117.55296325683594,-32.39354705810547,-120.6812973022461,-30.217876434326172,-116.03913879394531,-6.107637023925781,-4.521267817570613,5,26,-34.34577941894531,-138.50218200683594,-37.624664306640625,-137.77639770507812,-32.63193130493164,-136.16363525390625,-6.8691558837890625,-5.32700700026292,-9.68881130218506,-186.12579345703125,-43.29898452758789,-152.87062072753906,-17.131591796875,-164.48228454589844,-12.069263458251951,-189.8509979248047,-44.21290588378906,-154.51800537109375,-18.790613174438477,-163.72598266601562,-1.3531579971313477,-15.77665901184082,5,-117.82789611816406,-87.35504150390625,26,169
191,45,eval,West End Girls,Gertrude Barrows Bennett,91,,3,6,-30.49264144897461,-41.82571792602539,-31.434986114501953,-43.294612884521484,-37.28681945800781,-41.59794235229492,-10.16421381632487,-6.970952987670898,3,6,-38.75419235229492,-48.40501403808594,-50.08531951904297,-51.5829963684082,-47.904502868652344,-49.66033935546875,-12.91806411743164,-8.06750233968099,-26.33876609802246,-41.322139739990234,-29.577407836914062,-18.560550689697266,-26.97701072692871,-26.365955352783203,-28.455585479736328,-43.33647155761719,-31.21001434326172,-23.73666763305664,-28.138708114624023,-27.835168838500977,-5.929683685302734,-19.070512771606445,3,-36.65375518798828,-22.226612091064453,6,277
192,357,eval,SS El Sol,Memory Almost Full,92,,3,3,-46.42222595214844,-41.85904312133789,-42.911598205566406,-45.1215934753418,-46.24422836303711,-43.30384826660156,-15.474075317382812,-13.953014373779297,3,3,-52.516273498535156,-44.565155029296875,-50.98988342285156,-50.433101654052734,-48.75197219848633,-46.42903137207031,-17.50542449951172,-14.855051676432291,-23.95732879638672,-43.85407257080078,-54.19621276855469,-35.209468841552734,-34.904266357421875,-35.74689483642578,-30.597522735595703,-45.21288299560547,-52.76285934448242,-36.20995330810547,-36.470245361328125,-37.568058013916016,-0.5820134878158569,-30.91946792602539,3,-38.097877502441406,-31.280223846435547,3,34
193,2,eval,Cicely Mary Barker,Khoo Kheng-Hor,93,,4,6,-30.94965171813965,-64.04679107666016,-30.67804718017578,-64.14447021484375,-30.558752059936523,-67.60962677001953,-7.737412929534912,-10.67446517944336,4,6,-32.162357330322266,-66.76901245117188,-33.01010513305664,-67.93114471435547,-34.945587158203125,-69.61076354980469,-8.040589332580566,-11.128168741861979,-16.53315544128418,-43.32511138916016,-40.53277969360352,-39.6302490234375,-22.280393600463867,-42.54875946044922,-19.490570068359375,-46.040740966796875,-41.52724075317383,-40.28155517578125,-23.859392166137695,-42.90590286254883,-2.4644577503204346,-15.115586280822754,4,-50.80857849121094,-47.854705810546875,6,238
194,92,eval,Zhou Tong (archer),The Convict (1910 film),94,,6,10,-46.740745544433594,-68.087890625,-47.509056091308594,-71.92366790771484,-44.76845169067383,-63.38185119628906,-7.790124257405599,-6.8087890625,6,10,-53.267940521240234,-84.75756072998047,-51.904998779296875,-83.29158020019531,-47.5181770324707,-75.98516082763672,-8.877990086873373,-8.475756072998047,-35.35807418823242,-53.286598205566406,-51.342681884765625,-43.73898696899414,-36.24471282958984,-45.04016876220703,-37.72697067260742,-54.40311813354492,-53.351470947265625,-46.36347198486328,-38.25136947631836,-46.29182434082031,-8.27543830871582,-29.374616622924805,6,-43.60159683227539,-35.30818557739258,10,286
195,422,eval,Comair Flight 5191,The Moth (Lost),95,,8,6,-53.71925354003906,-53.236263275146484,-51.70138168334961,-60.19113540649414,-45.612667083740234,-52.08148193359375,-6.714906692504883,-8.872710545857748,8,6,-55.14192581176758,-60.98075485229492,-53.5326042175293,-68.05387878417969,-46.99510192871094,-62.16841506958008,-6.892740726470947,-10.163459142049154,-31.26325035095215,-59.88028717041016,-53.231048583984375,-39.164512634277344,-38.04923629760742,-40.129024505615234,-32.326175689697266,-61.15129089355469,-53.78668975830078,-41.240604400634766,-39.007965087890625,-41.30486679077149,-4.356566905975342,-24.15862274169922,8,-49.677425384521484,-37.68316650390625,6,384
196,189,eval,Elgin Cathedral,Joe Nathan,96,,3,2,-32.44249725341797,-37.80316162109375,-33.02207946777344,-36.92658233642578,-29.80107307434082,-37.25481414794922,-10.814165751139322,-18.901580810546875,3,2,-44.67304229736328,-42.29751968383789,-43.451229095458984,-40.59897994995117,-42.8643798828125,-40.95447540283203,-14.891014099121094,-21.148759841918945,-18.187746047973633,-37.85547637939453,-34.923587799072266,-15.00938606262207,-17.989850997924805,-23.934261322021484,-21.28600692749023,-39.59474182128906,-36.842140197753906,-18.46574592590332,-19.181543350219727,-25.789531707763672,-0.6133948564529419,-15.45330810546875,3,-33.915504455566406,-17.390348434448242,2,279
197,569,eval,Islais Creek,2011 – 12 Columbus Blue Jackets season,97,,3,13,-33.2015266418457,-73.57657623291016,-32.892730712890625,-76.26598358154297,-31.10269546508789,-70.13882446289062,-11.0671755472819,-5.659736633300781,3,13,-34.45792770385742,-84.42684173583984,-37.57321548461914,-85.34587097167969,-36.48377990722656,-82.57532501220703,-11.485975901285807,-6.49437244121845,-23.37431526184082,-66.86380004882812,-36.65154266357422,-37.1790885925293,-30.67801856994629,-43.57479095458984,-25.54010772705078,-65.29447174072266,-36.47007751464844,-37.691612243652344,-32.546077728271484,-44.74567413330078,-0.7877975106239319,-20.819875717163086,3,-51.32938766479492,-37.828773498535156,13,496
198,170,eval,"14.1 years), 115mCd (t1 / 2",Skye,98,,19,2,-119.02955627441406,-21.82149887084961,-118.01568603515625,-26.845361709594727,-120.20553588867188,-27.163476943969727,-6.264713488127056,-10.910749435424805,19,2,-132.2024688720703,-23.947309494018555,-136.1031036376953,-38.70082092285156,-138.81480407714844,-33.593772888183594,-6.958024677477385,-11.973654747009277,-128.06748962402344,-24.000415802001953,-127.06482696533205,-24.68005752563477,-129.0928955078125,-19.02553939819336,-135.4098358154297,-27.945077896118164,-127.73690795898438,-26.16608428955078,-127.9541244506836,-19.94536590576172,-47.76295471191406,-90.6954116821289,19,-23.99378204345703,-14.423681259155273,2,413
